query_id,response_id,query_text,response_text,response_number,response_type,response_label,total_responses,entity_html,entity_count,entities_json,entity_counts_json
Q0724,Q0724_R1,"Hi does anyone know to check wether a complaint made and a VOL number given, can you check online anywhere see  how the complaint is proceeding along","To check the status of your complaint with the given VOL number, you can log in to the EE or BT online portal. Navigate to the 'My Account' section, then select 'Complaints and Queries.' Enter your VOL number and click 'Submit.' This will provide you with the current status of your complaint. If you encounter any issues, please contact our customer service team for further assistance.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To check the status of your complaint with the given VOL number, you can log in to the EE or 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 online portal. Navigate to the 'My Account' section, then select '
<mark class=""entity"" style=""background: #f0d0ff; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Complaints and Queries
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">WORK_OF_ART</span>
</mark>
.' Enter your VOL number and click 'Submit.' This will provide you with the current status of your complaint. If you encounter any issues, please contact our customer service team for further assistance.</div>",2,"[{""text"": ""BT"", ""label"": ""GPE"", ""start"": 93, ""end"": 95}, {""text"": ""Complaints and Queries"", ""label"": ""WORK_OF_ART"", ""start"": 162, ""end"": 184}]","{""GPE"": 1, ""WORK_OF_ART"": 1}"
Q0724,Q0724_R2,"Hi does anyone know to check wether a complaint made and a VOL number given, can you check online anywhere see  how the complaint is proceeding along","Hi, to check the status of your complaint and view the VOL number, you can log in to your EE or BT online account. Navigate to the 'My Account' section, then select 'Complaints' or 'My Complaints'. Here, you should be able to see the status of your complaint and any updates related to it. If you encounter any issues, feel free to contact our Customer Support team for assistance.",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">Hi, to check the status of your complaint and view the 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    VOL
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 number, you can log in to your EE or 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 online account. Navigate to the 'My Account' section, then select '
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Complaints
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
' or 
<mark class=""entity"" style=""background: #f0d0ff; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    'My Complaints'
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">WORK_OF_ART</span>
</mark>
. Here, you should be able to see the status of your complaint and any updates related to it. If you encounter any issues, feel free to contact our 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Support
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 team for assistance.</div>",5,"[{""text"": ""VOL"", ""label"": ""ORG"", ""start"": 55, ""end"": 58}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 96, ""end"": 98}, {""text"": ""Complaints"", ""label"": ""ORG"", ""start"": 166, ""end"": 176}, {""text"": ""'My Complaints'"", ""label"": ""WORK_OF_ART"", ""start"": 181, ""end"": 196}, {""text"": ""Customer Support"", ""label"": ""ORG"", ""start"": 344, ""end"": 360}]","{""ORG"": 3, ""GPE"": 1, ""WORK_OF_ART"": 1}"
Q0724,Q0724_R3,"Hi does anyone know to check wether a complaint made and a VOL number given, can you check online anywhere see  how the complaint is proceeding along","To check the status of your complaint and view the progress, you can log in to your EE or BT online account. Navigate to the 'My Account' section, then select 'Complaints and Issues'. Enter your VOL number to see the current status of your complaint. If you don't have an account, you can contact us at 0800 0790062 for assistance.",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To check the status of your complaint and view the progress, you can log in to your EE or 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 online account. Navigate to the 'My Account' section, then select '
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Complaints
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 and Issues'. Enter your VOL number to see the current status of your complaint. If you don't have an account, you can contact us at 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    0800 0790062
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">DATE</span>
</mark>
 for assistance.</div>",3,"[{""text"": ""BT"", ""label"": ""GPE"", ""start"": 90, ""end"": 92}, {""text"": ""Complaints"", ""label"": ""PERSON"", ""start"": 160, ""end"": 170}, {""text"": ""0800 0790062"", ""label"": ""DATE"", ""start"": 303, ""end"": 315}]","{""GPE"": 1, ""PERSON"": 1, ""DATE"": 1}"
Q0724,Q0724_R4,"Hi does anyone know to check wether a complaint made and a VOL number given, can you check online anywhere see  how the complaint is proceeding along","To check the status of your complaint and view the VOL number, you can log in to your EE or BT online account. Navigate to the 'My Account' section, then select 'Complaints and Queries.' Here, you should be able to find your complaint and see its current status. If you need further assistance, please contact our customer service team.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To check the status of your complaint and view the 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    VOL
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 number, you can log in to your EE or 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 online account. Navigate to the 'My Account' section, then select '
<mark class=""entity"" style=""background: #f0d0ff; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Complaints and Queries
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">WORK_OF_ART</span>
</mark>
.' Here, you should be able to find your complaint and see its current status. If you need further assistance, please contact our customer service team.</div>",3,"[{""text"": ""VOL"", ""label"": ""ORG"", ""start"": 51, ""end"": 54}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 92, ""end"": 94}, {""text"": ""Complaints and Queries"", ""label"": ""WORK_OF_ART"", ""start"": 162, ""end"": 184}]","{""ORG"": 1, ""GPE"": 1, ""WORK_OF_ART"": 1}"
Q0725,Q0725_R1,My wifi is slow and only get it in front room and i pay £38 a month,"I'm sorry to hear that you're experiencing slow WiFi and limited coverage in your home. It's frustrating when you're paying for a service that doesn't meet your needs. Here are a few steps you can take to potentially improve your situation:

1. **Check Your Service Provider**: Sometimes, slow WiFi can be due to issues with your service provider. Contact them to inquire about any ongoing problems or potential upgrades.

2. **Upgrade Your Plan**: If you're on a basic plan, consider upgrading to a higher-tier service that might offer faster speeds and better coverage.

3. **Check Your Equipment**: Ensure that your router is up to date with the latest firmware. Sometimes, simply updating the router can improve performance.

4. **Reposition Your Router**: Place your router in the center of your home to ensure even coverage. Avoid placing it near walls or other obstacles that can block signals.

5. **Consider Additional Devices**: If you have multiple devices that need to connect to the internet, consider using additional routers or mesh networks to extend coverage.

6. **Contact a Professional**: If you've tried the above steps and still experience issues, you might want to contact a professional technician to assess the problem and recommend a solution.

Remember, it's important to communicate with your service provider and explain your concerns so they can help you find a solution that works for you.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear that you're experiencing slow 
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    WiFi
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 and limited coverage in your home. It's frustrating when you're paying for a service that doesn't meet your needs. Here are a few steps you can take to potentially improve your situation:<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    1
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Check Your Service Provider**: Sometimes, slow 
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    WiFi
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 can be due to issues with your service provider. Contact them to inquire about any ongoing problems or potential upgrades.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    2
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Upgrade Your Plan**: If you're on a basic plan, consider upgrading to a higher-tier service that might offer faster speeds and better coverage.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    3
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Check Your Equipment**: Ensure that your router is up to date with the latest firmware. Sometimes, simply updating the router can improve performance.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    4
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Reposition Your Router**: Place your router in the center of your home to ensure even coverage. Avoid placing it near walls or other obstacles that can block signals.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    5
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Consider Additional Devices**: If you have multiple devices that need to connect to the internet, consider using additional routers or mesh networks to extend coverage.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    6
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Contact a Professional**: If you've tried the above steps and still experience issues, you might want to contact a professional technician to assess the problem and recommend a solution.<br><br>Remember, it's important to communicate with your service provider and explain your concerns so they can help you find a solution that works for you.</div>",8,"[{""text"": ""WiFi"", ""label"": ""PERSON"", ""start"": 48, ""end"": 52}, {""text"": ""1"", ""label"": ""CARDINAL"", ""start"": 242, ""end"": 243}, {""text"": ""WiFi"", ""label"": ""PERSON"", ""start"": 294, ""end"": 298}, {""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 423, ""end"": 424}, {""text"": ""3"", ""label"": ""CARDINAL"", ""start"": 573, ""end"": 574}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 730, ""end"": 731}, {""text"": ""5"", ""label"": ""CARDINAL"", ""start"": 903, ""end"": 904}, {""text"": ""6"", ""label"": ""CARDINAL"", ""start"": 1078, ""end"": 1079}]","{""PERSON"": 2, ""CARDINAL"": 6}"
Q0725,Q0725_R2,My wifi is slow and only get it in front room and i pay £38 a month,"I'm sorry to hear that you're experiencing slow Wi-Fi and limited coverage in your front room. It's important to ensure that your internet service is providing the best possible performance for your needs. Here are a few steps you can take to troubleshoot and potentially improve your Wi-Fi:

1. **Check Your Router's Placement**: Ensure that your Wi-Fi router is placed in a central location within your home. Avoid placing it near walls, metal objects, or other electronic devices that can interfere with the signal.

2. **Update Your Router Firmware**: Sometimes, simply updating your router's firmware can resolve connectivity issues. Check your router's manufacturer's website for the latest firmware updates.

3. **Restart Your Router**: A simple restart can often resolve temporary network issues. Turn off your router, wait for a few minutes, and then turn it back on.

4. **Check for Interference**: Other devices in your home, such as cordless phones, baby monitors, or other Wi-Fi networks, can interfere with your Wi-Fi signal. Try moving your router to a different location to see if it improves your connection.

5. **Contact Your Internet Service Provider (ISP)**: If the issue persists, it might be worth contacting your ISP to check if there are any issues on their end. They can also provide additional troubleshooting steps or recommend any necessary upgrades.

If you continue to experience issues, you might want to consider upgrading your internet plan or switching to a different provider that offers better coverage and speeds",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear that you're experiencing slow Wi-Fi and limited coverage in your front room. It's important to ensure that your internet service is providing the best possible performance for your needs. Here are a few steps you can take to troubleshoot and potentially improve your Wi-Fi:<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    1
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Check Your Router's Placement**: Ensure that your Wi-Fi router is placed in a central location within your home. Avoid placing it near walls, metal objects, or other electronic devices that can interfere with the signal.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    2
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Update Your Router Firmware**: Sometimes, simply updating your router's firmware can resolve connectivity issues. Check your router's manufacturer's website for the latest firmware updates.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    3
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Restart Your Router**: A simple restart can often resolve temporary network issues. Turn off your router, wait for 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    a few minutes
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">TIME</span>
</mark>
, and then turn it back on.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    4
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Check for Interference**: Other devices in your home, such as cordless phones, baby monitors, or other Wi-Fi networks, can interfere with your Wi-Fi signal. Try moving your router to a different location to see if it improves your connection.<br><br>
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    5
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
. **Contact Your Internet Service Provider (
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    ISP
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
)**: If the issue persists, it might be worth contacting your 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    ISP
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 to check if there are any issues on their end. They can also provide additional troubleshooting steps or recommend any necessary upgrades.<br><br>If you continue to experience issues, you might want to consider upgrading your internet plan or switching to a different provider that offers better coverage and speeds</div>",8,"[{""text"": ""1"", ""label"": ""CARDINAL"", ""start"": 293, ""end"": 294}, {""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 520, ""end"": 521}, {""text"": ""3"", ""label"": ""CARDINAL"", ""start"": 716, ""end"": 717}, {""text"": ""a few minutes"", ""label"": ""TIME"", ""start"": 836, ""end"": 849}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 878, ""end"": 879}, {""text"": ""5"", ""label"": ""CARDINAL"", ""start"": 1127, ""end"": 1128}, {""text"": ""ISP"", ""label"": ""ORG"", ""start"": 1172, ""end"": 1175}, {""text"": ""ISP"", ""label"": ""ORG"", ""start"": 1237, ""end"": 1240}]","{""CARDINAL"": 5, ""TIME"": 1, ""ORG"": 2}"
Q0725,Q0725_R3,My wifi is slow and only get it in front room and i pay £38 a month,"It sounds like you're experiencing slow WiFi speeds in your home, and the issue is only affecting the front room. Given that you pay £38 a month, it might be worth reaching out to your service provider to see if they can help diagnose and resolve the issue. They may be able to offer you additional devices or an engineer visit to ensure you have consistent and reliable WiFi speeds throughout your home. If the problem persists, you may also want to check with your service provider about any potential discounts or credits you might be eligible for.",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">It sounds like you're experiencing slow 
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    WiFi
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 speeds in your home, and the issue is only affecting the front room. Given that you pay £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    38
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
 a month, it might be worth reaching out to your service provider to see if they can help diagnose and resolve the issue. They may be able to offer you additional devices or an engineer visit to ensure you have consistent and reliable 
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    WiFi
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 speeds throughout your home. If the problem persists, you may also want to check with your service provider about any potential discounts or credits you might be eligible for.</div>",3,"[{""text"": ""WiFi"", ""label"": ""PERSON"", ""start"": 40, ""end"": 44}, {""text"": ""38"", ""label"": ""MONEY"", ""start"": 134, ""end"": 136}, {""text"": ""WiFi"", ""label"": ""PERSON"", ""start"": 371, ""end"": 375}]","{""PERSON"": 2, ""MONEY"": 1}"
Q0725,Q0725_R4,My wifi is slow and only get it in front room and i pay £38 a month,"It seems like you're experiencing slow Wi-Fi speeds and limited coverage in your house. Given that you pay £38 a month, it might be worth checking if your current plan includes the promised minimum speed of 100Mbps in every room. If not, you might be entitled to a refund of £100 as per your agreement. It would be best to contact the customer support to resolve this issue and ensure you receive the promised service or compensation.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">It seems like you're experiencing slow Wi-Fi speeds and limited coverage in your house. Given that you pay £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    38
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
 a month, it might be worth checking if your current plan includes the promised minimum speed of 
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    100Mbps
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
 in every room. If not, you might be entitled to a refund of £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    100
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
 as per your agreement. It would be best to contact the customer support to resolve this issue and ensure you receive the promised service or compensation.</div>",3,"[{""text"": ""38"", ""label"": ""MONEY"", ""start"": 108, ""end"": 110}, {""text"": ""100Mbps"", ""label"": ""CARDINAL"", ""start"": 207, ""end"": 214}, {""text"": ""100"", ""label"": ""MONEY"", ""start"": 276, ""end"": 279}]","{""MONEY"": 2, ""CARDINAL"": 1}"
Q0726,Q0726_R1,"Hi, my home broadband is not working since 24th January 25. Please let us know how long  taking time for fixing it.","Hi, I'm sorry to hear that your home broadband is not working. Our team is currently investigating the issue and will get back to you with an estimated resolution time as soon as possible. Thank you for your patience.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">Hi, I'm sorry to hear that your home broadband is not working. Our team is currently investigating the issue and will get back to you with an estimated resolution time as soon as possible. Thank you for your patience.</div>",0,[],{}
Q0726,Q0726_R2,"Hi, my home broadband is not working since 24th January 25. Please let us know how long  taking time for fixing it.","Hi, your home broadband issue is being investigated. We aim to resolve it within 24 hours. If it takes longer, we'll contact you to keep you updated. Thank you for your patience.",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">Hi, your home broadband issue is being investigated. We aim to resolve it within 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    24 hours
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">TIME</span>
</mark>
. If it takes longer, we'll contact you to keep you updated. Thank you for your patience.</div>",1,"[{""text"": ""24 hours"", ""label"": ""TIME"", ""start"": 81, ""end"": 89}]","{""TIME"": 1}"
Q0726,Q0726_R3,"Hi, my home broadband is not working since 24th January 25. Please let us know how long  taking time for fixing it.","Your home broadband issue is being resolved. We aim to fix it within two working days. If it's not resolved by then, you'll receive compensation of £9.98 per extra day. Please contact us if you have any further concerns.",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">Your home broadband issue is being resolved. We aim to fix it within 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    two working days
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">DATE</span>
</mark>
. If it's not resolved by then, you'll receive compensation of £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    9.98
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
 per extra day. Please contact us if you have any further concerns.</div>",2,"[{""text"": ""two working days"", ""label"": ""DATE"", ""start"": 69, ""end"": 85}, {""text"": ""9.98"", ""label"": ""MONEY"", ""start"": 149, ""end"": 153}]","{""DATE"": 1, ""MONEY"": 1}"
Q0726,Q0726_R4,"Hi, my home broadband is not working since 24th January 25. Please let us know how long  taking time for fixing it.","Your home broadband issue has been reported, and we are working on it. We aim to resolve it within two working days. If it takes longer, you will be compensated as per our policy. Please let us know if you need any further assistance.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">Your home broadband issue has been reported, and we are working on it. We aim to resolve it within 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    two working days
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">DATE</span>
</mark>
. If it takes longer, you will be compensated as per our policy. Please let us know if you need any further assistance.</div>",1,"[{""text"": ""two working days"", ""label"": ""DATE"", ""start"": 99, ""end"": 115}]","{""DATE"": 1}"
